linenumber,fec_committee_id,transaction_id,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,date,amount,purpose,memo_code,memo_text,cycle
SB21B,C00618371,SB21B.4212,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-08-02,376.5,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4270,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-11-22,370.5,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4215,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-08-09,362.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4242,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-10-05,345.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4251,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-10-21,345.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4225,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-08-30,344.5,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4274,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-11-30,342.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4210,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-07-27,340.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4266,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-11-15,324.5,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4258,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-11-01,302.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4172,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FLOOR,BEVERLY,MA,01915,,2021-08-24,289.31,POSTAGE EXPENSE,,,2022
SB21B,C00618371,SB21B.4222,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-08-23,285.5,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4277,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-06,282.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4220,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-08-18,278.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4209,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-07-26,270.95,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4203,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-07-13,269.36,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4260,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-11-03,268.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4292,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-29,267.5,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4241,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-10-04,244.5,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4291,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-28,239.5,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4216,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-08-10,234.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4290,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-27,233.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4254,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-10-26,230.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4207,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-07-21,224.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4279,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-09,222.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4206,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-07-20,222.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4272,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-11-26,215.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4213,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-08-03,215.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4223,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-08-25,215.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4256,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-10-28,214.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4268,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-11-17,212.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4219,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-08-17,211.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4267,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-11-16,210.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4263,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-11-09,205.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4285,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-20,203.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4204,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-07-14,202.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4214,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-08-05,202.12,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4233,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-09-17,200.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4144,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-07-01,200.61,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4146,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-08-02,200.61,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4264,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-11-10,198.5,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4286,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-21,195.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4182,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FLOOR,BEVERLY,MA,01915,,2021-12-03,195.6,DATA PROCESSING SERVICES,,,2022
SB21B,C00618371,SB21B.4229,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-09-08,191.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4211,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-07-28,191.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4226,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-08-31,187.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4273,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-11-29,183.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4227,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-09-01,182.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4243,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-10-06,182.5,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4253,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-10-25,178.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4289,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-24,175.5,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4287,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-22,172.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4271,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-11-24,172.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4236,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-09-22,167.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4224,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-08-26,166.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4280,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-13,165.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4239,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-09-28,162.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4288,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-23,160.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4257,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-10-29,156.5,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4240,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-09-29,155.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4250,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-10-20,152.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4221,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-08-19,152.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4269,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-11-18,150.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4234,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-09-20,150.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4217,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-08-11,144.5,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4145,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-07-02,143.38,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4275,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-01,143.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4147,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-08-02,142.98,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4165,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-12-02,142.98,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4161,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-11-02,142.98,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4157,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-10-04,142.98,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4153,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-09-02,142.98,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4246,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-10-13,142.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4255,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-10-27,135.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4200,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-07-08,131.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4143,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-07-01,128.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4281,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-14,128.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4248,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-10-18,114.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4156,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-10-01,111.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4164,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-12-01,111.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4152,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-09-01,111.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4148,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-08-02,111.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4160,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-11-01,111.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4252,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-10-22,110.25,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4278,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-07,106.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4293,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-30,104.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4283,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-12-16,103.5,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4150,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-09-01,100.62,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4163,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-12-01,100.62,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4162,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-12-01,100.62,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4159,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-11-01,100.62,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4158,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-11-01,100.62,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4155,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-10-01,100.62,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4154,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-10-01,100.62,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4151,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-09-01,100.62,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4149,ORG,"ELAVON, INC.",,,,,,2 CONCOURSE PARKWAY,,ATLANTA,GA,30328,,2021-08-02,100.62,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4261,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-11-05,93.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4231,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-09-14,89.75,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4249,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-10-19,88.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4235,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-09-21,86.0,MERCHANT FEES,,,2022
SB21B,C00618371,SB21B.4232,ORG,STRIPE,,,,,,3180 18TH ST,,SAN FRANCISCO,CA,94110,,2021-09-15,82.0,MERCHANT FEES,,,2022
