linenumber,fec_committee_id,transaction_id,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,date,amount,purpose,memo_code,memo_text,cycle
SB21B,C00770941,SB21B.4225,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE NW,STE 500,GRAND RAPIDS,MI,49503,,2021-06-24,26602.43,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4360,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-19,26376.32,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4258,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FL,BEVERLY,MA,01915,,2021-05-12,25884.0,DATA PROCESSING SERVICES,,,2022
SB21B,C00770941,SB21B.4291,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-03-18,25658.72,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4343,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-07,22792.25,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4352,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-13,22361.42,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4416,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-30,22009.15,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4372,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-27,20836.57,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4238,ORG,"ELECTIONS, LLC",,,,,,1000 MAINE AVE SW SUITE 400,,WASHINGTON,DC,20024,,2021-04-07,20000.0,LEGAL CONSULTING,,,2022
SB21B,C00770941,SB21B.4235,ORG,DYSPATCHIT EMAIL AND TEXT SERVICES,,,,,,1512 E BROWARD BLVD,UNIT 104B,FORT LAUDERDALE,FL,33301,,2021-05-26,20000.0,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4396,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-16,18976.32,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4204,ORG,BCVM SERVICES LLC,,,,,,1512 E BROWARD BLVD,UNIT 104B,FORT LAUDERDALE,FL,33301,,2021-06-11,18778.05,"DIGITAL CONSULTING, WEBSITE DEVELOPMENT, DESIGN SERVICES & VIDEOGRAPHY",,,2022
SB21B,C00770941,SB21B.4348,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-11,18513.42,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4227,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE NW,STE 500,GRAND RAPIDS,MI,49503,,2021-06-28,18402.22,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4408,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-24,18015.07,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4412,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-28,17950.75,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4400,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-18,17930.6,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4312,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-04-15,17623.88,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4362,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-20,16460.94,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4351,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-13,16311.3,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4407,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-24,16083.15,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4347,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-11,15905.7,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4311,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-04-15,15871.75,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4214,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE NW,STE 500,GRAND RAPIDS,MI,49503,,2021-06-08,15808.34,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4252,ORG,OPN SESAME,,,,,,"1300 17TH ST. N, STE 540",,ARLINGTON,VA,22209,,2021-06-09,15572.34,SMS ADVERTISING,,,2022
SB21B,C00770941,SB21B.4222,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE NW,STE 500,GRAND RAPIDS,MI,49503,,2021-06-21,15538.09,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4310,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-04-14,15284.53,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4342,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-06,15046.34,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4259,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FL,BEVERLY,MA,01915,,2021-06-09,15001.3,COMPLIANCE CONSULTING & POSTAGE,,,2022
SB21B,C00770941,SB21B.4256,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FL,BEVERLY,MA,01915,,2021-04-27,15000.0,COMPLIANCE CONSULTING,,,2022
SB21B,C00770941,SB21B.4257,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FL,BEVERLY,MA,01915,,2021-05-12,15000.0,COMPLIANCE CONSULTING,,,2022
SB21B,C00770941,SB21B.4255,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,2ND FL,BEVERLY,MA,01915,,2021-04-27,15000.0,COMPLIANCE CONSULTING,,,2022
SB21B,C00770941,SB21B.4287,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-03-12,14963.11,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4350,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-12,14121.76,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4217,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE NW,STE 500,GRAND RAPIDS,MI,49503,,2021-06-11,13778.58,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4223,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE NW,STE 500,GRAND RAPIDS,MI,49503,,2021-06-22,13689.68,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4388,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-09,13400.11,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4288,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-03-15,13023.67,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4236,ORG,DYSPATCHIT EMAIL AND TEXT SERVICES,,,,,,1512 E BROWARD BLVD,UNIT 104B,FORT LAUDERDALE,FL,33301,,2021-06-11,12569.85,EMAIL SERVICES,,,2022
SB21B,C00770941,SB21B.4229,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE NW,STE 500,GRAND RAPIDS,MI,49503,,2021-06-30,11960.5,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4376,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-01,11722.33,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4410,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-25,11628.25,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4332,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-04-29,11219.77,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4384,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-07,11163.43,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4393,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-14,11112.02,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4304,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-04-06,10709.08,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4392,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-11,10419.64,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4414,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-29,10328.89,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4215,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE NW,STE 500,GRAND RAPIDS,MI,49503,,2021-06-09,10272.25,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4386,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-08,10138.68,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4239,ORG,"ELECTIONS, LLC",,,,,,1000 MAINE AVE SW SUITE 400,,WASHINGTON,DC,20024,,2021-05-05,10000.0,LEGAL CONSULTING,,,2022
SB21B,C00770941,SB21B.4240,ORG,"ELECTIONS, LLC",,,,,,1000 MAINE AVE SW SUITE 400,,WASHINGTON,DC,20024,,2021-06-03,10000.0,LEGAL CONSULTING,,,2022
SB21B,C00770941,SB21B.4378,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-02,9786.62,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4404,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-22,9427.15,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4415,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-30,9311.97,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4356,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-17,9282.1,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4411,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-28,9034.78,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4406,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-23,8970.8,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4340,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-05,8929.56,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4338,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-04,8434.66,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4301,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-04-01,8432.79,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4224,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE NW,STE 500,GRAND RAPIDS,MI,49503,,2021-06-23,8362.69,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4381,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-04,8312.95,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4409,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-25,8256.49,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4282,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-03-05,8106.9,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4349,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-12,8042.75,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4361,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-20,7762.55,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4402,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-21,7579.63,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4218,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE NW,STE 500,GRAND RAPIDS,MI,49503,,2021-06-14,7329.43,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4213,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE NW,STE 500,GRAND RAPIDS,MI,49503,,2021-06-07,7328.55,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4226,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE NW,STE 500,GRAND RAPIDS,MI,49503,,2021-06-25,7173.92,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4368,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-25,7170.19,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4358,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-18,7163.69,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4320,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-04-21,7049.71,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4221,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE NW,STE 500,GRAND RAPIDS,MI,49503,,2021-06-18,7016.36,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4397,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-17,6943.1,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4314,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-04-16,6940.06,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4380,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-03,6764.44,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4374,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-28,6683.4,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4286,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-03-11,6533.26,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4371,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-27,6525.85,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4354,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-14,6383.86,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4365,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-05-24,6067.66,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4219,ORG,CONSERVATIVE CONNECTOR,,,,,,190 MONROE NW,STE 500,GRAND RAPIDS,MI,49503,,2021-06-16,5809.72,LIST RENTAL,,,2022
SB21B,C00770941,SB21B.4395,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-16,5582.5,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4303,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-04-05,5518.07,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4389,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-06-10,5320.05,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4322,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-04-22,5316.35,MERCHANT FEES,,,2022
SB21B,C00770941,SB21B.4331,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,2021-04-29,5296.15,MERCHANT FEES,,,2022
